Материал|Завод|Склад|Краткий текст материала|СвобИспользЗапас|На КонтрКачества|Блокированный запас|Партия|Номер особого запаса
1050967|SL00|7815|950-00088.A Осн. д/сел.пайки мат.пл. ATX|1|0|0||
1051014|SL00|4720|Черный стикер E9 ENG 06_20|1000|0|0||
1051015|SL00|4720|Черный стикер S9 ENG 06_20|772|0|0||
1051024|SL00|7801|Уголь кокос.активир-ный NWC Carbon 12x40|87.500|0|0|1000037082|
1051025|SL00|7802|Разъем 2243-6040 (Molex)|15|0|0|K340621482|34062-0001
1051025|SL00|7813|Разъем 2243-6040 (Molex)|5|0|0|K340621482|34062-0001
1051025|SL00|7899|Разъем 2243-6040 (Molex)|20|0|0|K340621482|34062-0001
1051027|SL00|7813|950-00094.A Унив.осн-ка v2 д/селект.пайк|1|0|0||
1051030|SL00|4740|Сополимер ABS Tairilac AF3560 натур.|50|0|0|1000037165|
1051034|SL00|7800|Постскрипт Xerox для VersaLink 497K17810|1|0|0||
1051035|SL00|4701|Инстр. по настр. и экспл. GSM5/GPS 06/20|2730|0|0||
1051035|SL00|4720|Инстр. по настр. и экспл. GSM5/GPS 06/20|2512|0|0||
1051040|SL00|7802|МИКРОСХЕМА P2I2305NZG-08SR (ONS)|600|0|0|K332960488|33296-0001
1051040|SL00|7802|МИКРОСХЕМА P2I2305NZG-08SR (ONS)|2500|0|0|K332960496|33296-0001
1051041|SL00|7802|ДИОД ШОТТКИ BAR43SFILM (STM)|21000|0|0|K332960490|33296-0001
1051041|SL00|7802|ДИОД ШОТТКИ BAR43SFILM (STM)|3000|0|0|K332960491|33296-0001
1051042|SL00|7802|КВАРЦ KX-3HT-24.0MHz (GEYER)|2800|0|0|K332960492|33296-0001
1051042|SL00|7811|КВАРЦ KX-3HT-24.0MHz (GEYER)|200|0|0|K332960492|33296-0001
1051043|SL00|7811|Микросхема 74LVC1G86GW.125 (NEXPERIA)|0|21000|0|K332960517|33296-0001
1051044|SL00|7811|Резистор CRCW040229K4FKED 0402 29K4 1%|0|10000|0|K332960524|33296-0001
1051044|SL00|7811|Резистор CRCW040229K4FKED 0402 29K4 1%|0|10000|0|K332960525|33296-0001
1051045|SL00|7802|Разъем DS1024-1X2R2 (CONNFLY)|12500|0|0|K332960527|33296-0001
1051046|SL00|7811|Резистор KRL1220E-M-R100-F-T5 SSM|0|15000|0|K332960530|33296-0001
1051047|SL00|7802|МИКРОСХЕМА L298P013TR (ST)|1850|0|0|K332960532|33296-0001
1051047|SL00|7802|МИКРОСХЕМА L298P013TR (ST)|2400|0|0|K332960533|33296-0001
1051047|SL00|7802|МИКРОСХЕМА L298P013TR (ST)|1800|0|0|K332960534|33296-0001
1051048|SL00|7802|МИКРОСХЕМА MMA8451QR1 (NEXPERIA)|4000|0|0|K332960536|33296-0001
1051049|SL00|7802|Разъем 61400416021 (WE)|3000|0|0|K332960482|33296-0001
1051049|SL00|7802|Разъем 61400416021 (WE)|25|0|0|K332960497|33296-0001
1051050|SL00|7802|Транзисторы NLAST4599DTT1G (ONS)|3000|0|0|K332960501|33296-0001
1051050|SL00|7802|Транзисторы NLAST4599DTT1G (ONS)|145|0|0|K332960502|33296-0001
1051051|SL00|7802|МИКРОСХЕМА 74LVC74APW.118 (NEXPERIA)|7500|0|0|K332960504|33296-0001
1051052|SL00|7802|Резистор RC0402FR-072K61L 0402 2K61 1%|10000|0|0|K332960505|33296-0001
1051053|SL00|7802|0402B472K500CT 0402 4n7 50V X7R 10%|10000|0|0|K332960548|33296-0001
1051054|SL00|7802|VDV107M016S0ANE01K SMD 100u 16V 6,3х5,4|10000|0|0|K332960548|33296-0001
1051055|SL00|7802|Резистор WR04X1541FTL SMD 0402 1K54 1%|20000|0|0|K332960555|33296-0001
1051056|SL00|7802|0402N2R2C500CT 0402 2p2 50V NP0 0p25|10000|0|0|K332960556|33296-0001
1051057|SL00|7802|Резистор CR-02JL6     2K SMD 0402 2K 5%|10000|0|0|K332960557|33296-0001
1051058|SL00|7802|Резистор CR0402J2K00Q15Z 0402 2K 5%|30000|0|0|K332960558|33296-0001
1051059|SL00|7802|Резистор WR04X3321FTL SMD 0402 3K32 1%|10000|0|0|K332960559|33296-0001
1051060|SL00|7802|Резистор CR-02JL6---4K7 SMD 0402 4K7 5%|60000|0|0|K332960560|33296-0001
1051061|SL00|7802|Резистор CR0402J5K60Q10Z 0402 5K6 5%|20000|0|0|K332960561|33296-0001
1051063|SL00|7802|Резистор CR-02FL6--10K2 0402 10K2 1%|30000|0|0|K332960562|33296-0001
1051064|SL00|7802|JMK107BJ106MA-T 0603 10u 6V3 X5R 20%|60000|0|0|K332960563|33296-0001
1051065|SL00|7802|VDV106M025S0ANB01K 10u 25V 4х5,4|10000|0|0|K332960564|33296-0001
1051066|SL00|7802|Резистор WR04X513 JTL 0402 51K 5%|40000|0|0|K332960567|33296-0001
1051067|SL00|7802|Резистор CR0402J100RQ10Z 0402 100R 5%|10000|0|0|K332960568|33296-0001
1051068|SL00|7802|Резистор CR-02FL6--301R SMD 0402 301R 1%|10000|0|0|K332960569|33296-0001
1051069|SL00|7802|Резистор WR04X5110FTL SMD 0402 511R 1%|10000|0|0|K332960570|33296-0001
1051070|SL00|7802|CL05A225MQ5NSNC 0402 2u2 6V3 X5R 20%|10000|0|0|K332960571|33296-0001
1051071|SL00|7813|310-00320 Малый упор универсал. оснастки|4|0|0||
1051072|SL00|7813|310-00323.A Подв.прижим мал.упора оснаст|4|0|0||
1051073|SL00|7813|310-00326.A Больш.упор универс.оснаст.v2|4|0|0||
1051074|SL00|7813|310-00324.A Подв.прижим бол.упора оснаст|4|0|0||
1051075|SL00|7813|310-00325.A Подв.базисн. упор унив.оснас|8|0|0||
1051082|SL00|4741|Плита DC-50,8x2000/NIMAX|25.700|0|0||
1051083|SL00|4741|Плита DC-66,0x2000/TOOLOX44|51|0|0||
1051084|SL00|4741|Набор абраз-ых головок 33920235|1|0|0||
1051085|SL00|4741|Шлиф.гол-ка ф2,0 CBN 36102010|5|0|0||
1051092|SL00|4741|Шлиф.гол-ка ф3,0 CBN 36103010|5|0|0||
1051093|SL00|4741|Шлиф.гол-ка ф4,0 CBN 36104010|5|0|0||
1051094|SL00|4741|Шлиф.гол-ка ф5,0 CBN 36105010|5|0|0||
1051096|SL00|4741|Шлиф.гол-ка ф2,0 CBN 36302010|5|0|0||
1051098|SL00|4741|Шлиф.гол-ка ф3,0 CBN 36303010|5|0|0||
1051099|SL00|7802|РАЗЪЕМ 68712414022 (WURTH)|35|0|0|K318861454|31886-0001
1051100|SL00|7802|ФИЛЬТР 74279213 (WURTH)|60|0|0|K318861455|31886-0001
1051101|SL00|4741|Шлиф.гол-ка ф4,0 CBN 36304010|5|0|0||
1051102|SL00|4741|Шлиф.гол-ка ф6,0 CBN 36306010|4|0|0||
1051103|SL00|4741|Шлиф.гол-ка алмаз. ф14,0 CBN 36051416|4|0|0||
1051104|SL00|4741|Шлиф.гол-ка алмаз. ф3,0 CBN 36443010|4|0|0||
1051105|SL00|7802|МИКРОСХЕМА MT25QL128ABA1EW9-0SIT(Micron)|4000|0|0|K332960495|33296-0001
1051107|SL00|7812|Светодиод 0606 КЖЗ IN-S66DATRYG (Inolux)|20|0|0|1000037109|
1051108|SL00|7812|Светодиод 0606 ЖК LTST-C195KGJRKT LightO|20|0|0|1000037110|
1051109|SL00|7812|Светодиод SMD Б LTW-008ZDCG (Light On)|20|0|0|1000037111|
1051110|SL00|7812|Микросхема PI4IOE5V6416ZDEX (Diodes)|10|0|0|1000037112|
1051111|SL00|7812|Батарейка CR-123A/CR17345 industr PANASO|10|0|0|1000037113|
1051113|SL00|4741|010325440 Сверло D=14mm HSS-E|2|0|0||
1051113|SL00|4747|010325440 Сверло D=14mm HSS-E|1|0|0||
1051114|SL00|4741|013021170 К-т руч.метчиков G1/8 HSS|2|0|0||
1051114|SL00|4747|013021170 К-т руч.метчиков G1/8 HSS|1|0|0||
1051115|SL00|4741|013021220 К-т руч.метчиков G1/4 HSS|2|0|0||
1051115|SL00|4747|013021220 К-т руч.метчиков G1/4 HSS|1|0|0||
1051116|SL00|4747|013021240 К-т руч.метчиков G3/8 HSS|1|0|0||
1051117|SL00|4741|013735030 Плашка HSS/VAP M3|2|0|0||
1051117|SL00|4747|013735030 Плашка HSS/VAP M3|1|0|0||
1051118|SL00|4741|013735040 Плашка HSS/VAP M4|2|0|0||
1051118|SL00|4747|013735040 Плашка HSS/VAP M4|1|0|0||
1051119|SL00|4741|013735050 Плашка HSS/VAP M5|2|0|0||
1051119|SL00|4747|013735050 Плашка HSS/VAP M5|1|0|0||
1051120|SL00|4741|013735060 Плашка HSS/VAP M6|2|0|0||
1051120|SL00|4747|013735060 Плашка HSS/VAP M6|1|0|0||
1051121|SL00|4741|013735080 Плашка HSS/VAP M8|2|0|0||
1051121|SL00|4747|013735080 Плашка HSS/VAP M8|1|0|0||
1051122|SL00|4741|013735100 Плашка HSS/VAP M10|2|0|0||
1051122|SL00|4747|013735100 Плашка HSS/VAP M10|1|0|0||
1051123|SL00|4741|013735120 Плашка HSS/VAP M12|2|0|0||
1051123|SL00|4747|013735120 Плашка HSS/VAP M12|1|0|0||
1051124|SL00|4741|013735160 Плашка HSS/VAP M16|2|0|0||
1051124|SL00|4747|013735160 Плашка HSS/VAP M16|1|0|0||
1051125|SL00|4741|013735200 Плашка HSS/VAP M20|1|0|0||
1051125|SL00|4747|013735200 Плашка HSS/VAP M20|1|0|0||
1051126|SL00|4741|013735240 Плашка HSS/VAP M24|1|0|0||
1051126|SL00|4747|013735240 Плашка HSS/VAP M24|1|0|0||
1051127|SL00|4741|013862170 Плашка круглая HSS G1/8|1|0|0||
1051127|SL00|4747|013862170 Плашка круглая HSS G1/8|1|0|0||
1051128|SL00|4741|013862220 Плашка круглая HSS G1/4|1|0|0||
1051128|SL00|4747|013862220 Плашка круглая HSS G1/4|1|0|0||
1051129|SL00|4741|"0183400001 Плашка шестигран. HSS G 1/8"""|1|0|0||
1051129|SL00|4747|"0183400001 Плашка шестигран. HSS G 1/8"""|1|0|0||
1051131|SL00|4741|"0183400003 Плашка шестигран. HSS G 1/4"""|1|0|0||
1051131|SL00|4747|"0183400003 Плашка шестигран. HSS G 1/4"""|1|0|0||
1051145|SL00|4753|410-00628.A Тр-т м/з 210-00256.А TL Z4P|1|0|0|1000037150|
1051146|SL00|7802|конд/ал. APXF100ARA271MF61G smd 270U 10V|2000|0|0|K332960495|33296-0001
1051146|SL00|7802|конд/ал. APXF100ARA271MF61G smd 270U 10V|1540|0|0|K332960507|33296-0001
1051146|SL00|7802|конд/ал. APXF100ARA271MF61G smd 270U 10V|610|0|0|K332960508|33296-0001
1051146|SL00|7802|конд/ал. APXF100ARA271MF61G smd 270U 10V|1000|0|0|K332960509|33296-0001
1051148|SL00|7801|Набор ключей имбусовых 27475-H7 ЗУБР 7шт|1|0|0||
1051149|SL00|7802|РАЗЪЕМ 2211-2182 MOLEX|35|0|0|K318861457|31886-0001
1051150|SL00|7802|Диод MM3Z3V9C (ONS)|100|0|0|K318861462|31886-0001
1051151|SL00|7802|Микросхема TLV6001IDCKR (TI)|35|0|0|K318861464|31886-0001
1051152|SL00|7802|МИКРОСХЕМА TPS70936DBVR (TI)|60|0|0|K318861465|31886-0001
1051153|SL00|7802|КВАРЦ ABS07-32.768KHZ-7-T (ABRACON)|70|0|0|K318861365|31886-0001
1051154|SL00|7802|МИК. EFM32PG12B500F1024GL125-C (SILICON)|60|0|0|K318861366|31886-0001
1051155|SL00|7802|МИКРОСХЕМА SI1153-AB09-GMR (SILICON)|80|0|0|K318861367|31886-0001
1051156|SL00|7802|ДЕРЖАТ ПРЕД 3551 (KEYSTONE)|250|0|0|K318861468|31886-0001
1051157|SL00|7802|ТРАНСФОРМАТОР 750313974 (WURTH)|35|0|0|K318861469|31886-0001
1051158|SL00|7802|Трансформатор 750315504 (Wurth)|35|0|0|K318861470|31886-0001
1051159|SL00|7802|РАЗЪЕМ 10061913-110PLF (FCI)|30|0|0|K318861471|31886-0001
1051160|SL00|7802|Транзистор DMC2053UVT-7 (DIODES)|100|0|0|K318861472|31886-0001
1051161|SL00|7802|РЕЗИСТОР MMA02040C3909FB300 (VISHAY)|200|0|0|K318861474|31886-0001
1051162|SL00|7802|РЕЗИСТОР MMA02040C4308FB300 (VISHAY)|50|0|0|K318861475|31886-0001
1051163|SL00|7802|РЕЗИСТОР MMU01020C1202FB300 (VISHAY)|50|0|0|K318861477|31886-0001
1051164|SL00|7802|РЕЗИСТОР MMU01020C1303FB300 (VISHAY)|50|0|0|K318861478|31886-0001
1051165|SL00|7802|РЕЗИСТОР MMU01020C3302FB300 (VISHAY)|50|0|0|K318861479|31886-0001
1051166|SL00|7802|РЕЗИСТОР MMU01020C4301FB300 (VISHAY)|50|0|0|K318861480|31886-0001
1051167|SL00|7802|РЕЗИСТОР MMU01020C5601FB300 (VISHAY)|50|0|0|K318861481|31886-0001
1051168|SL00|7802|РЕЗИСТОР MMU01020C6202FB000 (VISHAY)|50|0|0|K318861482|31886-0001
1051169|SL00|7802|РЕЗИСТОР MMU01020C7502FB300 (VISHAY)|50|0|0|K318861483|31886-0001
1051171|SL00|7802|Резистор RT0805DRE0722KL 0805 22K 0.5%|100|0|0|K318861484|31886-0001
1051172|SL00|7802|Резистор RT0805DRE0727KL 0805 27K 0.5%|100|0|0|K318861485|31886-0001
1051173|SL00|7802|Резистор RT0805DRE073K6L 0805 3K6 0.5%|100|0|0|K318861486|31886-0001
1051174|SL00|7802|СВЕТОДИОД SFH 4056 (OSRAM)|100|0|0|K318861487|31886-0001
1051175|SL00|7802|ТРАНЗИСТОР DFLZ24-7 (DIODES)|35|0|0|K318861488|31886-0001
1051176|SL00|7802|РЕЗИСТОР RC0805FR-07158KL 0805 158K 1%|100|0|0|K318861489|31886-0001
1051177|SL00|7802|РЕЗИСТОР MMU01020C3303FB000 (VISHAY)|50|0|0|K318861490|31886-0001
1051178|SL00|7802|РЕЗИСТОР MMU01020C1000FB300 (VISHAY)|100|0|0|K318861491|31886-0001
1051179|SL00|7802|Соединитель 90130-3210 (Molex)|35|0|0|K318861369|31886-0001
1051180|SL00|7802|ПРЕДОХРАНИТЕЛЬ 0ZCJ0005FF2E (BELFUSE)|70|0|0|K318861370|31886-0001
1051181|SL00|7802|РАЗЪЕМ 1-338068-6 (TE)|89|0|0|K318861371|31886-0001
1051182|SL00|7802|МИКРОСХЕМА 24LC01BT-I/OT (MICROCHIP)|40|0|0|K318861372|31886-0001
1051183|SL00|7802|Микросхема ADS122U04IPWR (TI|30|0|0|K318861373|31886-0001
1051184|SL00|7802|Диод BAT54S.215 (NEXPERIA)|50|0|0|K318861374|31886-0001
1051185|SL00|7802|ДИОД BCX56.115 (NEXPERIA)|50|0|0|K318861375|31886-0001
1051186|SL00|7802|ДИОД BZT52C5V6-7-F (DIODES)|100|0|0|K318861376|31886-0001
1051187|SL00|7802|C907U102MYVDBA7317 1N 400V Y5V 20% RADIA|80|0|0|K318861377|31886-0001
1051188|SL00|7802|ПЕРЕКЛЮЧАТЕЛЬ CAS-220A (COPAL)|30|0|0|K318861378|31886-0001
1051189|SL00|7802|CC0402JRNPO9BN102 0402 1N 50V NP0 5%|900|0|0|K318861380|31886-0001
1051190|SL00|7802|CC0402KRX7R9BB301 0402 300P 50V X7R 10%|150|0|0|K318861384|31886-0001
1051191|SL00|7802|CC0402KRX7R9BB682 0402 6N8 50V X7R 10%|50|0|0|K318861385|31886-0001
1051192|SL00|7802|CC0603JRNPO0BN220 0603 22P 100V NP0 5%|100|0|0|K318861386|31886-0001
1051193|SL00|7802|CC0603KRX7R9BB154 0603 0U15 50V X7R 10%|50|0|0|K318861387|31886-0001
1051194|SL00|7802|CC0805JRNPO0BN102 0805 1N 100V NP0 5%|100|0|0|K318861388|31886-0001
1051195|SL00|7802|CL05A106MP5NUNC 0402 10U 10V X5R 20%|200|0|0|K318861389|31886-0001
1051196|SL00|7802|200-00379.A П/п тест. SMD конт-в батареи|10|0|0|1000037383|
1051197|SL00|7802|CL05A475KP5NRNC 0402 4u7 10V X5R 10%|150|0|0|K318861390|31886-0001
1051198|SL00|7802|МИКРОСХЕМА DAC161S997RGHT (TEXAS)|30|0|0|K318861398|31886-0001
1051199|SL00|7802|МИКРОСХЕМА DAC8740HRGET (TEXAS)|30|0|0|K318861399|31886-0001
1051200|SL00|7802|ДИОД DFLS240L-7 (DIODES)|35|0|0|K318861400|31886-0001
1051201|SL00|7802|ТРАНЗИСТОР DMTH10H015LPS-13 (DIODES)|30|0|0|K318861401|31886-0001
1051202|SL00|7802|GRM1555C1H151JA01D 0402 150P 50V NP0 5%|100|0|0|K318861403|31886-0001
1051203|SL00|7802|GRM188R61A226ME15D 0603 22U 10V X5R 20%|150|0|0|K318861404|31886-0001
1051204|SL00|7802|Микросхема INA818IDR (TI)|30|0|0|K318861406|31886-0001
1051205|SL00|7802|МИКРОСХЕМА ISO7041DBQR (TEXAS)|60|0|0|K318861407|31886-0001
1051206|SL00|7802|КРИСТАЛЛ KX-K 3,68640 MHZ (GEYER)|35|0|0|K318861408|31886-0001
1051207|SL00|7802|МИКРОСХЕМА LM5180NGUR (TI)|30|0|0|K318861410|31886-0001
1051208|SL00|7802|ИНДУКТИВНОСТЬ LQH32CN100K23L (MURATA)|40|0|0|K318861411|31886-0001
1051209|SL00|7802|ИНДУКТИВНОСТЬ LQH32CN4R7M23L (MURATA)|70|0|0|K318861412|31886-0001
1051210|SL00|7802|ИНДУКТИВНОСТЬ LQM21PN4R7NGRD (MURATA)|35|0|0|K318861413|31886-0001
1051211|SL00|7802|ДИОД MB10STR (MIC)|50|0|0|K318861414|31886-0001
1051212|SL00|7802|Микросхема OPA388IDBVR (TI)|35|0|0|K318861415|31886-0001
1051213|SL00|7802|РЕЗИСТОР RC0402FR-07100KL 0402 100K 1%|250|0|0|K318861419|31886-0001
1051214|SL00|7802|РЕЗИСТОР RC0402FR-0710RL 0402 10R 1%|100|0|0|K318861420|31886-0001
1051215|SL00|7802|Резистор RC0402JR-0710KL 0402 10K 5%|200|0|0|K318861421|31886-0001
1051216|SL00|7802|РЕЗИСТОР RC0402JR-07150KL 0402 150K 5%|50|0|0|K318861422|31886-0001
1051217|SL00|7802|Резистор RC0402JR-071KL 0402 1K 5%|150|0|0|K318861423|31886-0001
1051218|SL00|7802|РЕЗИСТОР RC0402JR-071M2L 0402 1M2 5%|100|0|0|K318861424|31886-0001
1051219|SL00|7802|РЕЗИСТОР RC0402JR-071ML 0402 1M 5%|100|0|0|K318861425|31886-0001
1051220|SL00|7802|Резистор RC0402JR-07330RL 0402 330R 5%|200|0|0|K318861426|31886-0001
1051221|SL00|7802|РЕЗИСТОР RC0402JR-0733RL 0402 33R 5%|150|0|0|K318861427|31886-0001
1051222|SL00|7802|РЕЗИСТОР RC0402JR-073K3L 0402 3K3 5%|450|0|0|K318861428|31886-0001
1051223|SL00|7802|РЕЗИСТОР RC0402JR-0747KL 0402 47K 5%|250|0|0|K318861429|31886-0001
1051225|SL00|7802|РЕЗИСТОР RC0402JR-0747RL 0402 47R 5%|250|0|0|K318861430|31886-0001
1051226|SL00|7802|РЕЗИСТОР RC0402JR-074K7L 0402 4K7 5%|50|0|0|K318861431|31886-0001
1051227|SL00|7802|РЕЗИСТОР RC0603JR-0710KL 0603 10K 5%|100|0|0|K318861432|31886-0001
1051228|SL00|7802|РЕЗИСТОР RC0603JR-07330RL 0603 330R 5%|150|0|0|K318861433|31886-0001
1051229|SL00|7802|РЕЗИСТОР RC0603JR-071ML 0603 1M 5%|50|0|0|K318861434|31886-0001
1051230|SL00|7802|РЕЗИСТОР RC0603JR-071RL 0603 1R 5%|200|0|0|K318861435|31886-0001
1051231|SL00|7802|РЕЗИСТОР RC0603JR-0722RL 0603 22R 5%|50|0|0|K318861436|31886-0001
1051232|SL00|7802|Резистор RC0603JR-07330RL 0603 330R 5%|50|0|0|K318861437|31886-0001
1051233|SL00|7802|РЕЗИСТОР RC0603JR-0733RL 0603 33R 5%|100|0|0|K318861438|31886-0001
1051234|SL00|7802|РЕЗИСТОР RC0603JR-0768KL 0603 68K 5%|50|0|0|K318861441|31886-0001
1051235|SL00|7802|Резистор RC0805JR-070RL 0805 0R 5%|50|0|0|K318861442|31886-0001
1051236|SL00|7802|Микросхема REF3130AIDBZT (TI)|30|0|0|K318861443|31886-0001
1051237|SL00|7802|РЕЗИСТОР RT0805BRD071KL 0805 1K 0.1%|50|0|0|K318861444|31886-0001
1051238|SL00|7802|ДИОД SMAJ36CA (LITTELFUSE)|50|0|0|K318861445|31886-0001
1051239|SL00|7802|МИКРОСХЕМА TCA9544APWR (TI)|35|0|0|K318861447|31886-0001
1051240|SL00|7802|Микросхемы TPS60402DBVT (Texas)|35|0|0|K318861450|31886-0001
1051241|SL00|7802|МИКРОСХЕМЫ TPS70933DBVR (TEXAS)|35|0|0|K318861451|31886-0001
1051242|SL00|7802|МИКРОСХЕМЫ UCC12050DVE (TEXAS)|30|0|0|K318861452|31886-0001
1051244|SL00||Чехол StarLine B-серия кожа, черный WB|0|0|0||
1051244|SL00||Чехол StarLine B-серия кожа, черный WB|10|0|0||35034
1051244|SL00|4707|Чехол StarLine B-серия кожа, черный WB|0|0|0||
1051245|SL00||Чехол StarLine A-серия кожа, черный WB|0|0|0||
1051245|SL00||Чехол StarLine A-серия кожа, черный WB|7|0|0||35034
1051245|SL00|4707|Чехол StarLine A-серия кожа, черный WB|0|0|0||
1051246|SL00||Чехол StarLine E-серия кожа, черный WB|0|0|0||
1051246|SL00||Чехол StarLine E-серия кожа, черный WB|10|0|0||35034
1051246|SL00|4707|Чехол StarLine E-серия кожа, черный WB|0|0|0||
1051247|SL00||Чехол StarLine д/брA63/A93 кож.черн WB|0|0|0||
1051247|SL00|4707|Чехол StarLine д/брA63/A93 кож.черн WB|0|0|0||
1051248|SL00||Чехол StarLine д/брA63/A93 сил.чер. WB|0|0|0||
1051248|SL00|4707|Чехол StarLine д/брA63/A93 сил.чер. WB|0|0|0||
1051249|SL00||Чехол StarLine д/брA63/A93 сил.крас WB|0|0|0||
1051249|SL00||Чехол StarLine д/брA63/A93 сил.крас WB|3|0|0||35034
1051249|SL00|4707|Чехол StarLine д/брA63/A93 сил.крас WB|0|0|0||
1051250|SL00||Чехол StarLine д/брA63/A93 сил.син. WB|0|0|0||
1051250|SL00||Чехол StarLine д/брA63/A93 сил.син. WB|3|0|0||35034
1051250|SL00|4707|Чехол StarLine д/брA63/A93 сил.син. WB|0|0|0||
1051251|SL00||Чехол StarLine д/брA63/A93 сил.проз.WB|0|0|0||
1051251|SL00||Чехол StarLine д/брA63/A93 сил.проз.WB|1|0|0||35034
1051251|SL00|4707|Чехол StarLine д/брA63/A93 сил.проз.WB|0|0|0||
1051252|SL00||Чехол StarLine д/брA63/A93 сил.жел. WB|0|0|0||
1051252|SL00||Чехол StarLine д/брA63/A93 сил.жел. WB|3|0|0||35034
1051252|SL00|4707|Чехол StarLine д/брA63/A93 сил.жел. WB|0|0|0||
1051256|SL00|4741|Метчик G 1/8' VHM маш.(133320 G1/8)|1|0|0||
1051256|SL00|4747|Метчик G 1/8' VHM маш.(133320 G1/8)|1|0|0||
1051258|SL00|4741|Метчик G 1/4' VHM маш.(133320 G1/4)|1|0|0||
1051258|SL00|4747|Метчик G 1/4' VHM маш.(133320 G1/4)|1|0|0||
1051260|SL00|4747|Вороток №0 д/метчиков M1-М8 (148150 0)|2|0|0||
1051261|SL00|4747|Вороток №1.1/2д/метч.M1-М12 148150 1.1/2|2|0|0||
1051262|SL00|4747|Набор экстракторов М3-М8 VHM (149831 5)|1|0|0||
1051263|SL00|4747|Экстрактор М10 VHM (149830 М10) Garant|1|0|0||
1051264|SL00|4747|Экстрактор М12 VHM (149830 М12) Garant|1|0|0||
1051266|SL00|4747|Развертка руч. Ф2.0 H7 160150 2|1|0|0||
1051267|SL00|4747|Развертка руч. Ф3.0 H7 160150 3|1|0|0||
1051268|SL00|4747|Развертка руч. Ф4.0 H7 160150 4|1|0|0||
1051269|SL00|4747|Развертка руч. Ф5.0 H7  160150 5|1|0|0||
1051270|SL00|4747|Развертка руч. Ф6.0 H7 160150 6|1|0|0||
1051271|SL00|4747|Развертка руч. Ф7.0 160150 7|1|0|0||
1051272|SL00|4747|Развертка руч. Ф8.0 H7 160150 8|1|0|0||
1051273|SL00|4747|Развертка руч. Ф10.0 H7 160150 10|1|0|0||
1051274|SL00|4747|Развертка руч. Ф11.0 H7 HSS Holex|1|0|0||
1051275|SL00|4747|Развертка руч. Ф12.0 H7 160150 12|1|0|0||
1051276|SL00|7812|Микросхема RT6302GSP (RICHTEK)|20|0|0|1000037152|
1051280|SL00|4753|410-00629.A Тр-т м/з 210-00274.А BL Z4P|1|0|0|1000037187|
1051282|SL00|4753|410-00631.A Тр-т м/з 210-00246.А TL Z4P|1|0|0|1000037186|
1051283|SL00|4753|410-00634.A Тр-т AQC300DC_0A_Sec|1|0|0|1000037276|34693-0002
1051285|SL00|4753|410-00630.A Тр-т м/з 210-00240.A BL Z4P|1|0|0|1000037188|
1051286|SL00|4753|410-00633.A Тр-т AQC300DC_0A_Pri|1|0|0|1000037275|34693-0002
1051287|SL00|4747|Сверло HSSE 1,6*43*20 11029141|10|0|0||
1051288|SL00|4747|Сверло HSSE 2,4*57*30 11029220|10|0|0||
1051289|SL00|4747|Сверло HSSE 3,3*65*36 11029289|10|0|0||
1051290|SL00|4747|Сверло HSSE 4,2*75*43 11029316|10|0|0||
1051291|SL00|4747|Сверло HSSE 5*86*52 11029341|10|0|0||
1051292|SL00|4741|Сверло HSSE 6,7*101*63 11029385|3|0|0||
1051292|SL00|4747|Сверло HSSE 6,7*101*63 11029385|1|0|0||
1051293|SL00|4741|Сверло HSSE 8,5*117*75 11029425|3|0|0||
1051293|SL00|4747|Сверло HSSE 8,5*117*75 11029425|1|0|0||
1051294|SL00|4741|Сверло HSSE 8,8*125*81 11029432|3|0|0||
1051294|SL00|4747|Сверло HSSE 8,8*125*81 11029432|1|0|0||
1051295|SL00|4741|Сверло HSSE 10,2*133*87 11029461|3|0|0||
1051295|SL00|4747|Сверло HSSE 10,2*133*87 11029461|1|0|0||
1051296|SL00|4741|Сверло HSSE 11,5*142*94 11029480|3|0|0||
1051296|SL00|4747|Сверло HSSE 11,5*142*94 11029480|1|0|0||
1051297|SL00|4741|Сверло HSSE 12*151*101 11029488|2|0|0||
1051297|SL00|4747|Сверло HSSE 12*151*101 11029488|1|0|0||
1051298|SL00|4741|Сверло VHM 3*6*62 11183030|4|0|0||
1051298|SL00|4747|Сверло VHM 3*6*62 11183030|1|0|0||
1051299|SL00|4741|Сверло VHM 4*6*66 11183040|4|0|0||
1051299|SL00|4747|Сверло VHM 4*6*66 11183040|1|0|0||
1051300|SL00|4741|Сверло VHM 5*6*66 11183050|3|0|0||
1051300|SL00|4747|Сверло VHM 5*6*66 11183050|1|0|0||
1051301|SL00|4741|Сверло VHM 6*6*66 11183060|3|0|0||
1051301|SL00|4747|Сверло VHM 6*6*66 11183060|1|0|0||
1051302|SL00|4747|Удлинитель метчика 2,7 мм 80 мм 13532027|1|0|0||
1051303|SL00|4747|Удлинитель метчика 3,4 мм 95 мм 13532034|1|0|0||
1051304|SL00|4747|Зенкеры конич.90 град HSS 11507530 наб.|1|0|0||
1051305|SL00|4741|Полотно д/пил 300*13*0,65 Z=18 51848590|19|0|0||
1051305|SL00|4747|Полотно д/пил 300*13*0,65 Z=18 51848590|1|0|0||
1051307|SL00|4741|Полотно д/пил 300*13*0,65 Z=24 51648600|19|0|0||
1051307|SL00|4747|Полотно д/пил 300*13*0,65 Z=24 51648600|1|0|0||
